Athlete Name,Medal Type,Medal Date,Country Code,Gender,Sport Discipline
Jasmine MOORE,Bronze Medal,8/3/2024,USA,F,Athletics
OKA Shinnosuke,Gold Medal,8/5/2024,JPN,M,Artistic Gymnastics
Angel BARAJAS,Silver Medal,8/5/2024,COL,M,Artistic Gymnastics
Jasmine MOORE,Bronze Medal,8/8/2024,USA,F,Athletics
Javier IBANEZ DIAZ,Bronze Medal,8/8/2024,BUL,M,Boxing
ZOU Jingyuan,Gold Medal,8/5/2024,CHN,M,Artistic Gymnastics
Illia KOVTUN,Silver Medal,8/5/2024,UKR,M,Artistic Gymnastics
Jean Pierre BROL CARDENAS,Bronze Medal,7/30/2024,GUA,M,Shooting
Alice D'AMATO,Gold Medal,8/5/2024,ITA,F,Artistic Gymnastics
ZHOU Yaqin,Silver Medal,8/5/2024,CHN,F,Artistic Gymnastics
Jemima MONTAG,Bronze Medal,8/1/2024,AUS,F,Athletics
Rebeca ANDRADE,Gold Medal,8/5/2024,BRA,F,Artistic Gymnastics
Simone BILES,Silver Medal,8/5/2024,USA,F,Artistic Gymnastics
Jenny RISSVEDS,Bronze Medal,7/28/2024,SWE,F,Cycling Mountain Bike
Armand DUPLANTIS,Gold Medal,8/5/2024,SWE,M,Athletics
Sam KENDRICKS,Silver Medal,8/5/2024,USA,M,Athletics
Jessica PILZ,Bronze Medal,8/10/2024,AUT,F,Sport Climbing
Beatrice CHEBET,Gold Medal,8/5/2024,KEN,F,Athletics
Faith KIPYEGON,Silver Medal,8/5/2024,KEN,F,Athletics
Johanne DEFAY,Bronze Medal,8/5/2024,FRA,F,Surfing
Keely HODGKINSON,Gold Medal,8/5/2024,GBR,F,Athletics
Tsige DUGUMA,Silver Medal,8/5/2024,ETH,F,Athletics
Katharine BERKOFF,Bronze Medal,7/30/2024,USA,F,Swimming
Valarie ALLMAN,Gold Medal,8/5/2024,USA,F,Athletics
FENG Bin,Silver Medal,8/5/2024,CHN,F,Athletics
Katie LEDECKY,Bronze Medal,7/27/2024,USA,F,Swimming
Viktor AXELSEN,Gold Medal,8/5/2024,DEN,M,Badminton
Kunlavut VITIDSARN,Silver Medal,8/5/2024,THA,M,Badminton
Kaylee McKEOWN,Bronze Medal,8/3/2024,AUS,F,Swimming
AN Se Young,Gold Medal,8/5/2024,KOR,F,Badminton
HE Bing Jiao,Silver Medal,8/5/2024,CHN,F,Badminton
Finn BUTCHER,Gold Medal,8/5/2024,NZL,M,Canoe Slalom
Joseph CLARKE,Silver Medal,8/5/2024,GBR,M,Canoe Slalom
KIM Hayun,Bronze Medal,8/2/2024,KOR,F,Judo
Noemie FOX,Gold Medal,8/5/2024,AUS,F,Canoe Slalom
Angele HUG,Silver Medal,8/5/2024,FRA,F,Canoe Slalom
KIM Mi Rae,Bronze Medal,8/6/2024,PRK,F,Diving
Great Britain,Gold Medal,8/5/2024,GBR,F,Cycling Track
New Zealand,Silver Medal,8/5/2024,NZL,F,Cycling Track
KIM Woomin,Bronze Medal,7/27/2024,KOR,M,Swimming
LI Yuehong,Gold Medal,8/5/2024,CHN,M,Shooting
CHO Yeongjae,Silver Medal,8/5/2024,KOR,M,Shooting
Kimberley WOODS,Bronze Medal,7/28/2024,GBR,F,Canoe Slalom
Kauli VAAST,Gold Medal,8/5/2024,FRA,M,Surfing
Jack ROBINSON,Silver Medal,8/5/2024,AUS,M,Surfing
Kimberley WOODS,Bronze Medal,8/5/2024,GBR,F,Canoe Slalom
Caroline MARKS,Gold Medal,8/5/2024,USA,F,Surfing
Tatiana WESTON-WEBB,Silver Medal,8/5/2024,BRA,F,Surfing
Cole HOCKER,Gold Medal,8/6/2024,USA,M,Athletics
Josh KERR,Silver Medal,8/6/2024,GBR,M,Athletics
Kristina TEACHOUT,Bronze Medal,8/9/2024,USA,F,Taekwondo
Miltiadis TENTOGLOU,Gold Medal,8/6/2024,GRE,M,Athletics
Wayne PINNOCK,Silver Medal,8/6/2024,JAM,M,Athletics
KUO Hsing-Chun,Bronze Medal,8/8/2024,TPE,F,Weightlifting
Gabrielle THOMAS,Gold Medal,8/6/2024,USA,F,Athletics
Julien ALFRED,Silver Medal,8/6/2024,LCA,F,Athletics
Kyle Douglas DAKE,Bronze Medal,8/10/2024,USA,M,Wrestling
Winfred YAVI,Gold Medal,8/6/2024,BRN,F,Athletics
Peruth CHEMUTAI,Silver Medal,8/6/2024,UGA,F,Athletics
Kylie MASSE,Bronze Medal,8/2/2024,CAN,F,Swimming
Camryn ROGERS,Gold Medal,8/6/2024,CAN,F,Athletics
Annette Nneka ECHIKUNWOKE,Silver Medal,8/6/2024,USA,F,Athletics
Larissa PIMENTA,Bronze Medal,7/28/2024,BRA,F,Judo
Lasha GURULI,Bronze Medal,8/4/2024,GEO,M,Boxing
LEE Dabin,Bronze Medal,8/10/2024,KOR,F,Taekwondo
LEE Joonhwan,Bronze Medal,7/30/2024,KOR,M,Judo
LEE Meng Yuan,Bronze Medal,8/3/2024,TPE,M,Shooting
Kellie HARRINGTON,Gold Medal,8/6/2024,IRL,F,Boxing
YANG Wenlu,Silver Medal,8/6/2024,CHN,F,Boxing
LEE Wooseok,Bronze Medal,8/4/2024,KOR,M,Archery
Lena STOJKOVIC,Bronze Medal,8/7/2024,CRO,F,Taekwondo
Netherlands,Gold Medal,8/6/2024,NED,M,Cycling Track
Great Britain,Silver Medal,8/6/2024,GBR,M,Cycling Track
Leo BERGERE,Bronze Medal,7/31/2024,FRA,M,Triathlon
QUAN Hongchan,Gold Medal,8/6/2024,CHN,F,Diving
CHEN Yuxi,Silver Medal,8/6/2024,CHN,F,Diving
Lewis RICHARDSON,Bronze Medal,8/6/2024,GBR,M,Boxing
Arisa TREW,Gold Medal,8/6/2024,AUS,F,Skateboarding
HIRAKI Cocona,Silver Medal,8/6/2024,JPN,F,Skateboarding
LIANG Yushuai,Bronze Medal,8/8/2024,CHN,M,Taekwondo
Mijain LOPEZ NUNEZ,Gold Medal,8/6/2024,CUB,M,Wrestling
Yasmani ACOSTA FERNANDEZ,Silver Medal,8/6/2024,CHI,M,Wrestling
LIN Xiyu Janet,Bronze Medal,8/10/2024,CHN,F,Golf
Lindon VICTOR,Bronze Medal,8/3/2024,GRN,M,Athletics
FUMITA Kenichiro,Gold Medal,8/6/2024,JPN,M,Wrestling
CAO Liguo,Silver Medal,8/6/2024,CHN,M,Wrestling
Line Flem HOEST,Bronze Medal,8/7/2024,NOR,F,Sailing
Lisa BARBELIN,Bronze Medal,8/3/2024,FRA,F,Archery
Amit ELOR,Gold Medal,8/6/2024,USA,F,Wrestling
Meerim ZHUMANAZAROVA,Silver Medal,8/6/2024,KGZ,F,Wrestling
Lithuania,Bronze Medal,8/5/2024,LTU,M,3x3 Basketball
Lorenzo MUSETTI,Bronze Medal,8/3/2024,ITA,M,Tennis
Soufiane EL BAKKALI,Gold Medal,8/7/2024,MAR,M,Athletics
Kenneth ROOKS,Silver Medal,8/7/2024,USA,M,Athletics
Lotte KOPECKY,Bronze Medal,8/4/2024,BEL,F,Cycling Road
Quincy HALL,Gold Medal,8/7/2024,USA,M,Athletics
Matthew HUDSON-SMITH,Silver Medal,8/7/2024,GBR,M,Athletics
Luigi SAMELE,Bronze Medal,7/27/2024,ITA,M,Fencing
Roje STONA,Gold Medal,8/7/2024,JAM,M,Athletics
Mykolas ALEKNA,Silver Medal,8/7/2024,LTU,M,Athletics
Luis Alberto ORTA SANCHEZ,Bronze Medal,8/8/2024,CUB,M,Wrestling
Nina KENNEDY,Gold Medal,8/7/2024,AUS,F,Athletics
Katie MOON,Silver Medal,8/7/2024,USA,F,Athletics
Luke HOBSON,Bronze Medal,7/29/2024,USA,M,Swimming
Luuc van OPZEELAND,Bronze Medal,8/3/2024,NED,M,Sailing
MA Zhenzhao,Bronze Medal,8/1/2024,CHN,F,Judo
Erislandy ALVAREZ BORGES,Gold Medal,8/7/2024,CUB,M,Boxing
Sofiane OUMIHA,Silver Medal,8/7/2024,FRA,M,Boxing
Oleksandr KHYZHNIAK,Gold Medal,8/7/2024,UKR,M,Boxing
Nurbek ORALBAY,Silver Medal,8/7/2024,KAZ,M,Boxing
MACKENZIE/VINCENT,Bronze Medal,8/9/2024,CAN,F,Canoe Sprint
Magomedkhan MAGOMEDOV,Bronze Medal,8/11/2024,AZE,M,Wrestling
Australia,Gold Medal,8/7/2024,AUS,M,Cycling Track
Great Britain,Silver Medal,8/7/2024,GBR,M,Cycling Track
Malkhas AMOYAN,Bronze Medal,8/7/2024,ARM,M,Wrestling
United States,Gold Medal,8/7/2024,USA,F,Cycling Track
New Zealand,Silver Medal,8/7/2024,NZL,F,Cycling Track
Manila ESPOSITO,Bronze Medal,8/5/2024,ITA,F,Artistic Gymnastics
Matt WEARN,Gold Medal,8/7/2024,AUS,M,Sailing
Pavlos KONTIDES,Silver Medal,8/7/2024,CYP,M,Sailing
Manu BHAKER,Bronze Medal,7/28/2024,IND,F,Shooting
Marit BOUWMEESTER,Gold Medal,8/7/2024,NED,F,Sailing
Anne-Marie RINDOM,Silver Medal,8/7/2024,DEN,F,Sailing
Mary MORAA,Bronze Medal,8/5/2024,KEN,F,Athletics
Keegan PALMER,Gold Medal,8/7/2024,AUS,M,Skateboarding
Tom SCHAAR,Silver Medal,8/7/2024,USA,M,Skateboarding
Matej BENUS,Bronze Medal,7/29/2024,SVK,M,Canoe Slalom
Aleksandra MIROSLAW,Gold Medal,8/7/2024,POL,F,Sport Climbing
DENG Lijuan,Silver Medal,8/7/2024,CHN,F,Sport Climbing
MATSUYAMA Hideki,Bronze Medal,8/4/2024,JPN,M,Golf
PARK Taejoon,Gold Medal,8/7/2024,KOR,M,Taekwondo
Gashim MAGOMEDOV,Silver Medal,8/7/2024,AZE,M,Taekwondo
MATSUYAMA/SHIDA,Bronze Medal,8/3/2024,JPN,F,Badminton
Matthew DENNY,Bronze Medal,8/7/2024,AUS,M,Athletics
Panipak WONGPATTANAKIT,Gold Medal,8/7/2024,THA,F,Taekwondo
GUO Qing,Silver Medal,8/7/2024,CHN,F,Taekwondo
Matthew GLAETZER,Bronze Medal,8/11/2024,AUS,M,Cycling Track
Mattia FURLANI,Bronze Medal,8/6/2024,ITA,M,Athletics
LI Fabin,Gold Medal,8/7/2024,CHN,M,Weightlifting
Theerapong SILACHAI,Silver Medal,8/7/2024,THA,M,Weightlifting
Maxime-Gael NGAYAP HAMBOU,Bronze Medal,7/31/2024,FRA,M,Judo
HOU Zhihui,Gold Medal,8/7/2024,CHN,F,Weightlifting
Mihaela Valentina CAMBEI,Silver Medal,8/7/2024,ROU,F,Weightlifting
Maximilian MAEDER,Bronze Medal,8/9/2024,SGP,M,Sailing
KUSAKA Nao,Gold Medal,8/7/2024,JPN,M,Wrestling
Demeu ZHADRAYEV,Silver Medal,8/7/2024,KAZ,M,Wrestling
Melissa JEFFERSON,Bronze Medal,8/3/2024,USA,F,Athletics
MENG Lingzhe,Bronze Medal,8/6/2024,CHN,M,Wrestling
Mohammadhadi SARAVI,Gold Medal,8/7/2024,IRI,M,Wrestling
Artur ALEKSANYAN,Silver Medal,8/7/2024,ARM,M,Wrestling
Michaela POLLERES,Bronze Medal,7/31/2024,AUT,F,Judo
Milaimy de la Carid. MARIN POTRILLE,Bronze Medal,8/11/2024,CUB,F,Wrestling
Sarah Ann HILDEBRANDT,Gold Medal,8/7/2024,USA,F,Wrestling
Yusneylis GUZMAN LOPEZ,Silver Medal,8/7/2024,CUB,F,Wrestling
Miran MARICIC,Bronze Medal,7/29/2024,CRO,M,Shooting
Mobina NEMATZADEH,Bronze Medal,8/7/2024,IRI,F,Taekwondo
Grant HOLLOWAY,Gold Medal,8/8/2024,USA,M,Athletics
Daniel ROBERTS,Silver Medal,8/8/2024,USA,M,Athletics
Mohamed ELSAYED,Bronze Medal,7/28/2024,EGY,M,Fencing
Letsile TEBOGO,Gold Medal,8/8/2024,BOT,M,Athletics
Kenneth BEDNAREK,Silver Medal,8/8/2024,USA,M,Athletics
Mohamed Khalil JENDOUBI,Bronze Medal,8/7/2024,TUN,M,Taekwondo
Arshad NADEEM,Gold Medal,8/8/2024,PAK,M,Athletics
Neeraj CHOPRA,Silver Medal,8/8/2024,IND,M,Athletics
MOL/SORUM,Bronze Medal,8/10/2024,NOR,M,Beach Volleyball
Sydney McLAUGHLIN-LEVRONE,Gold Medal,8/8/2024,USA,F,Athletics
Anna COCKRELL,Silver Medal,8/8/2024,USA,F,Athletics
Mona Mc SHARRY,Bronze Medal,7/29/2024,IRL,F,Swimming
Tara DAVIS-WOODHALL,Gold Medal,8/8/2024,USA,F,Athletics
Malaika MIHAMBO,Silver Medal,8/8/2024,GER,F,Athletics
MORENO/DOMINGUEZ,Bronze Medal,8/8/2024,ESP,M,Canoe Sprint
Hasanboy DUSMATOV,Gold Medal,8/8/2024,UZB,M,Boxing
Billal BENNAMA,Silver Medal,8/8/2024,FRA,M,Boxing
Mutaz Essa BARSHIM,Bronze Medal,8/10/2024,QAT,M,Athletics
CHANG Yuan,Gold Medal,8/8/2024,CHN,F,Boxing
Hatice AKBAS,Silver Medal,8/8/2024,TUR,F,Boxing
Muzaffarbek TUROBOYEV,Bronze Medal,8/1/2024,UZB,M,Judo
Muzala SAMUKONGA,Bronze Medal,8/7/2024,ZAM,M,Athletics
LIU/JI,Gold Medal,8/8/2024,CHN,M,Canoe Sprint
CASADEI/TACCHINI,Silver Medal,8/8/2024,ITA,M,Canoe Sprint
Mykhaylo KOKHAN,Bronze Medal,8/4/2024,UKR,M,Athletics
Germany,Gold Medal,8/8/2024,GER,M,Canoe Sprint
Australia,Silver Medal,8/8/2024,AUS,M,Canoe Sprint
Nafia KUS AYDIN,Bronze Medal,8/10/2024,TUR,F,Taekwondo
New Zealand,Gold Medal,8/8/2024,NZL,F,Canoe Sprint
Germany,Silver Medal,8/8/2024,GER,F,Canoe Sprint
NAGAYAMA Ryuju,Bronze Medal,7/27/2024,JPN,M,Judo
Benjamin THOMAS,Gold Medal,8/8/2024,FRA,M,Cycling Track
Iuri LEITAO,Silver Medal,8/8/2024,POR,M,Cycling Track
Natalia KACZMAREK,Bronze Medal,8/9/2024,POL,F,Athletics
Ellesse ANDREWS,Gold Medal,8/8/2024,NZL,F,Cycling Track
Hetty van de WOUW,Silver Medal,8/8/2024,NED,F,Cycling Track
Natalya DIEHM,Bronze Medal,7/31/2024,AUS,F,Cycling BMX Freestyle
XIE Siyi,Gold Medal,8/8/2024,CHN,M,Diving
WANG Zongyuan,Silver Medal,8/8/2024,CHN,M,Diving
Nazym KYZAIBAY,Bronze Medal,8/6/2024,KAZ,F,Boxing
Neisi Patricia DAJOMES BARRERA,Bronze Medal,8/10/2024,ECU,F,Weightlifting
Netherlands,Gold Medal,8/8/2024,NED,M,Hockey
Germany,Silver Medal,8/8/2024,GER,M,Hockey
Nelvie Raman TIAFACK,Bronze Medal,8/7/2024,GER,M,Boxing
Sharon van ROUWENDAAL,Gold Medal,8/8/2024,NED,F,Marathon Swimming
Moesha JOHNSON,Silver Medal,8/8/2024,AUS,F,Marathon Swimming
Nesthy PETECIO,Bronze Medal,8/7/2024,PHI,F,Boxing
Eleanor ALDRIDGE,Gold Medal,8/8/2024,GBR,F,Sailing
Lauriane NOLOT,Silver Medal,8/8/2024,FRA,F,Sailing
Veddriq LEONARDO,Gold Medal,8/8/2024,INA,M,Sport Climbing
WU Peng,Silver Medal,8/8/2024,CHN,M,Sport Climbing
Ulugbek RASHITOV,Gold Medal,8/8/2024,UZB,M,Taekwondo
Zaid KAREEM,Silver Medal,8/8/2024,JOR,M,Taekwondo
KIM Yujin,Gold Medal,8/8/2024,KOR,F,Taekwondo
Nahid KIYANICHANDEH,Silver Medal,8/8/2024,IRI,F,Taekwondo
Nick ITKIN,Bronze Medal,7/29/2024,USA,M,Fencing
Nikola OGRODNIKOVA,Bronze Medal,8/10/2024,CZE,F,Athletics
Rizki JUNIANSYAH,Gold Medal,8/8/2024,INA,M,Weightlifting
Weeraphon WICHUMA,Silver Medal,8/8/2024,THA,M,Weightlifting
Noah HEGGE,Bronze Medal,8/5/2024,GER,M,Canoe Slalom
LUO Shifang,Gold Medal,8/8/2024,CHN,F,Weightlifting
Maude CHARRON,Silver Medal,8/8/2024,CAN,F,Weightlifting
Noah LYLES,Bronze Medal,8/8/2024,USA,M,Athletics
Saeid ESMAEILI LEIVESI,Gold Medal,8/8/2024,IRI,M,Wrestling
Parviz NASIBOV,Silver Medal,8/8/2024,UKR,M,Wrestling
Noah WILLIAMS,Bronze Medal,8/10/2024,GBR,M,Diving
Nyjah HUSTON,Bronze Medal,7/29/2024,USA,M,Skateboarding
Semen Sergeevich NOVIKOV,Gold Medal,8/8/2024,BUL,M,Wrestling
Alireza MOHMADIPIANI,Silver Medal,8/8/2024,IRI,M,Wrestling
OKA Shinnosuke,Bronze Medal,8/5/2024,JPN,M,Artistic Gymnastics
Olga KHARLAN,Bronze Medal,7/29/2024,UKR,F,Fencing
FUJINAMI Akari,Gold Medal,8/8/2024,JPN,F,Wrestling
Lucia Yamileth YEPEZ GUZMAN,Silver Medal,8/8/2024,ECU,F,Wrestling
Omari JONES,Bronze Medal,8/6/2024,USA,M,Boxing
Osmar OLVERA IBARRA,Bronze Medal,8/8/2024,MEX,M,Diving
Canada,Gold Medal,8/9/2024,CAN,M,Athletics
South Africa,Silver Medal,8/9/2024,RSA,M,Athletics
OZAKI Nonoka,Bronze Medal,8/6/2024,JPN,F,Wrestling
Rai BENJAMIN,Gold Medal,8/9/2024,USA,M,Athletics
Karsten WARHOLM,Silver Medal,8/9/2024,NOR,M,Athletics
Paige MADDEN,Bronze Medal,8/3/2024,USA,F,Swimming
Jordan Alejandro DIAZ FORTUN,Gold Medal,8/9/2024,ESP,M,Athletics
Pedro PICHARDO,Silver Medal,8/9/2024,POR,M,Athletics
PANG Cholmi,Bronze Medal,8/4/2024,PRK,F,Boxing
Beatrice CHEBET,Gold Medal,8/9/2024,KEN,F,Athletics
Nadia BATTOCLETTI,Silver Medal,8/9/2024,ITA,F,Athletics
PANG Qianyu,Bronze Medal,8/8/2024,CHN,F,Wrestling
United States,Gold Medal,8/9/2024,USA,F,Athletics
Great Britain,Silver Medal,8/9/2024,GBR,F,Athletics
Paolo MONNA,Bronze Medal,7/28/2024,ITA,M,Shooting
Marileidy PAULINO,Gold Medal,8/9/2024,DOM,F,Athletics
Salwa Eid NASER,Silver Medal,8/9/2024,BRN,F,Athletics
PASZEK/HAKE,Bronze Medal,8/9/2024,GER,F,Canoe Sprint
Yemisi OGUNLEYE,Gold Medal,8/9/2024,GER,F,Athletics
Maddison-Lee WESCHE,Silver Medal,8/9/2024,NZL,F,Athletics
Patricia SAMPAIO,Bronze Medal,8/1/2024,POR,F,Judo
ANA PATRICIA/DUDA,Gold Medal,8/9/2024,BRA,F,Beach Volleyball
MELISSA/BRANDIE,Silver Medal,8/9/2024,CAN,F,Beach Volleyball
Pau ECHANIZ,Bronze Medal,8/1/2024,ESP,M,Canoe Slalom
Asadkhuja MUYDINKHUJAEV,Gold Medal,8/9/2024,UZB,M,Boxing
Marco Alonso VERDE ALVAREZ,Silver Medal,8/9/2024,MEX,M,Boxing
Lazizbek MULLOJONOV,Gold Medal,8/9/2024,UZB,M,Boxing
Loren Berto ALFONSO DOMINGUEZ,Silver Medal,8/9/2024,AZE,M,Boxing
WU Yu,Gold Medal,8/9/2024,CHN,F,Boxing
Buse Naz CAKIROGLU,Silver Medal,8/9/2024,TUR,F,Boxing
Imane KHELIF,Gold Medal,8/9/2024,ALG,F,Boxing
YANG Liu,Silver Medal,8/9/2024,CHN,F,Boxing
AMI,Gold Medal,8/9/2024,JPN,F,Breaking
NICKA,Silver Medal,8/9/2024,LTU,F,Breaking
Penny SMITH,Bronze Medal,7/31/2024,AUS,F,Shooting
Martin FUKSA,Gold Medal,8/9/2024,CZE,M,Canoe Sprint
Isaquias QUEIROZ,Silver Medal,8/9/2024,BRA,M,Canoe Sprint
Peter PALTCHIK,Bronze Medal,8/1/2024,ISR,M,Judo
SCHOPF/LEMKE,Gold Medal,8/9/2024,GER,M,Canoe Sprint
NADAS/TOTKA,Silver Medal,8/9/2024,HUN,M,Canoe Sprint
XU/SUN,Gold Medal,8/9/2024,CHN,F,Canoe Sprint
LUZAN/RYBACHOK,Silver Medal,8/9/2024,UKR,F,Canoe Sprint
PUPP/FOJT,Bronze Medal,8/9/2024,HUN,F,Canoe Sprint
CARRINGTON/HOSKIN,Gold Medal,8/9/2024,NZL,F,Canoe Sprint
CSIPES/GAZSO,Silver Medal,8/9/2024,HUN,F,Canoe Sprint
Rafael ALBA,Bronze Medal,8/10/2024,CUB,M,Taekwondo
Rajindra CAMPBELL,Bronze Medal,8/3/2024,JAM,M,Athletics
Harrie LAVREYSEN,Gold Medal,8/9/2024,NED,M,Cycling Track
Matthew RICHARDSON,Silver Medal,8/9/2024,AUS,M,Cycling Track
Rasheed BROADBELL,Bronze Medal,8/8/2024,JAM,M,Athletics
Italy,Gold Medal,8/9/2024,ITA,F,Cycling Track
Great Britain,Silver Medal,8/9/2024,GBR,F,Cycling Track
Rayssa LEAL,Bronze Medal,7/28/2024,BRA,F,Skateboarding
CHEN Yiwen,Gold Medal,8/9/2024,CHN,F,Diving
Maddison KEENEY,Silver Medal,8/9/2024,AUS,F,Diving
RI Se Ung,Bronze Medal,8/6/2024,PRK,M,Wrestling
Spain,Gold Medal,8/9/2024,ESP,M,Football
France,Silver Medal,8/9/2024,FRA,M,Football
Romain MAHIEU,Bronze Medal,8/2/2024,FRA,M,Cycling BMX Racing
Netherlands,Gold Medal,8/9/2024,NED,F,Hockey
China,Silver Medal,8/9/2024,CHN,F,Hockey
Roman MITYUKOV,Bronze Medal,8/1/2024,SUI,M,Swimming
Kristof RASOVSZKY,Gold Medal,8/9/2024,HUN,M,Marathon Swimming
Oliver KLEMET,Silver Medal,8/9/2024,GER,M,Marathon Swimming
Romane DICKO,Bronze Medal,8/2/2024,FRA,F,Judo
Valentin BONTUS,Gold Medal,8/9/2024,AUT,M,Sailing
Toni VODISEK,Silver Medal,8/9/2024,SLO,M,Sailing
Ryan MURPHY,Bronze Medal,7/29/2024,USA,M,Swimming
Toby ROBERTS,Gold Medal,8/9/2024,GBR,M,Sport Climbing
ANRAKU Sorato,Silver Medal,8/9/2024,JPN,M,Sport Climbing
Sam WATSON,Bronze Medal,8/8/2024,USA,M,Sport Climbing
China,Gold Medal,8/9/2024,CHN,M,Table Tennis
Sweden,Silver Medal,8/9/2024,SWE,M,Table Tennis
Sandra ELKASEVIC,Bronze Medal,8/5/2024,CRO,F,Athletics
Firas KATOUSSI,Gold Medal,8/9/2024,TUN,M,Taekwondo
Mehran BARKHORDARI,Silver Medal,8/9/2024,IRI,M,Taekwondo
Sarah CHAARI,Bronze Medal,8/9/2024,BEL,F,Taekwondo
Sarah Leonie CYSIQUE,Bronze Medal,7/29/2024,FRA,F,Judo
Viviana MARTON,Gold Medal,8/9/2024,HUN,F,Taekwondo
Aleksandra PERISIC,Silver Medal,8/9/2024,SRB,F,Taekwondo
Sebastian C RIVERA,Bronze Medal,8/11/2024,PUR,M,Wrestling
SEONG Seungmin,Bronze Medal,8/11/2024,KOR,F,Modern Pentathlon
Serbia,Bronze Medal,8/10/2024,SRB,M,Basketball
Karlos May NASAR,Gold Medal,8/9/2024,BUL,M,Weightlifting
Yeison LOPEZ,Silver Medal,8/9/2024,COL,M,Weightlifting
Serghei TARNOVSCHI,Bronze Medal,8/9/2024,MDA,M,Canoe Sprint
Olivia REEVES,Gold Medal,8/9/2024,USA,F,Weightlifting
Mari Leivis SANCHEZ,Silver Medal,8/9/2024,COL,F,Weightlifting
Shirine BOUKLI,Bronze Medal,7/27/2024,FRA,F,Judo
HIGUCHI Rei,Gold Medal,8/9/2024,JPN,M,Wrestling
Spencer Richard LEE,Silver Medal,8/9/2024,USA,M,Wrestling
Sifan HASSAN,Bronze Medal,8/5/2024,NED,F,Athletics
Sifan HASSAN,Bronze Medal,8/9/2024,NED,F,Athletics
Magomed Eldarovitch RAMAZANOV,Gold Medal,8/9/2024,BUL,M,Wrestling
Hassan YAZDANICHARATI,Silver Medal,8/9/2024,IRI,M,Wrestling
Simon van DORP,Bronze Medal,8/3/2024,NED,M,Rowing
Simone ALESSIO,Bronze Medal,8/9/2024,ITA,M,Taekwondo
SAKURAI Tsugumi,Gold Medal,8/9/2024,JPN,F,Wrestling
Anastasia NICHITA,Silver Medal,8/9/2024,MDA,F,Wrestling
Sky BROWN,Bronze Medal,8/6/2024,GBR,F,Skateboarding
Skylar PARK,Bronze Medal,8/8/2024,CAN,F,Taekwondo
China,Gold Medal,8/10/2024,CHN,F,Artistic Swimming
Great Britain,Silver Medal,8/10/2024,GBR,F,Artistic Swimming
Somon MAKHMADBEKOV,Bronze Medal,7/30/2024,TJK,M,Judo
United States,Gold Medal,8/10/2024,USA,M,Athletics
Botswana,Silver Medal,8/10/2024,BOT,M,Athletics
SONG Jiayuan,Bronze Medal,8/9/2024,CHN,F,Athletics
Jakob INGEBRIGTSEN,Gold Medal,8/10/2024,NOR,M,Athletics
Ronald KWEMOI,Silver Medal,8/10/2024,KEN,M,Athletics
Sophiane METHOT,Bronze Medal,8/2/2024,CAN,F,Trampoline Gymnastics
Emmanuel WANYONYI,Gold Medal,8/10/2024,KEN,M,Athletics
Marco AROP,Silver Medal,8/10/2024,CAN,M,Athletics
Hamish KERR,Gold Medal,8/10/2024,NZL,M,Athletics
Shelby McEWEN,Silver Medal,8/10/2024,USA,M,Athletics
Tamirat TOLA,Gold Medal,8/10/2024,ETH,M,Athletics
Bashir ABDI,Silver Medal,8/10/2024,BEL,M,Athletics
Masai RUSSELL,Gold Medal,8/10/2024,USA,F,Athletics
Cyrena SAMBA-MAYELA,Silver Medal,8/10/2024,FRA,F,Athletics
Stefano PESCHIERA,Bronze Medal,8/7/2024,PER,M,Sailing
Faith KIPYEGON,Gold Medal,8/10/2024,KEN,F,Athletics
Jessica HULL,Silver Medal,8/10/2024,AUS,F,Athletics
Stephen NEDOROSCIK,Bronze Medal,8/3/2024,USA,M,Artistic Gymnastics
United States,Gold Medal,8/10/2024,USA,F,Athletics
Netherlands,Silver Medal,8/10/2024,NED,F,Athletics
STEYAERT/PICON,Bronze Medal,8/2/2024,FRA,F,Sailing
KITAGUCHI Haruka,Gold Medal,8/10/2024,JPN,F,Athletics
Jo-Ane van DYK,Silver Medal,8/10/2024,RSA,F,Athletics
Sunisa LEE,Bronze Medal,8/1/2024,USA,F,Artistic Gymnastics
United States,Gold Medal,8/10/2024,USA,M,Basketball
France,Silver Medal,8/10/2024,FRA,M,Basketball
Sunisa LEE,Bronze Medal,8/4/2024,USA,F,Artistic Gymnastics
AHMAN/HELLVIG,Gold Medal,8/10/2024,SWE,M,Beach Volleyball
EHLERS/WICKLER,Silver Medal,8/10/2024,GER,M,Beach Volleyball
Surodchana KHAMBAO,Bronze Medal,8/7/2024,THA,F,Weightlifting
Bakhodir JALOLOV,Gold Medal,8/10/2024,UZB,M,Boxing
Ayoub GHADFA DRISSI EL AISSAOUI,Silver Medal,8/10/2024,ESP,M,Boxing
Abdumalik KHALOKOV,Gold Medal,8/10/2024,UZB,M,Boxing
Munarbek SEIITBEK UULU,Silver Medal,8/10/2024,KGZ,M,Boxing
LIN Yu Ting,Gold Medal,8/10/2024,TPE,F,Boxing
Julia SZEREMETA,Silver Medal,8/10/2024,POL,F,Boxing
LI Qian,Gold Medal,8/10/2024,CHN,F,Boxing
Atheyna Bibeichi BYLON,Silver Medal,8/10/2024,PAN,F,Boxing
PHIL WIZARD,Gold Medal,8/10/2024,CAN,M,Breaking
DANY DANN,Silver Medal,8/10/2024,FRA,M,Breaking
